ville,pays,latitude,longitude,timestamp_utc,date,heure,jour_semaine,is_weekend,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
New York,US,40.7128,-74.006,2025-09-04T09:00:00Z,2025-09-04,9,Thursday,False,1,106.51,0,2,54.44,0.6,3.85,8.17,0.06
New York,US,40.7128,-74.006,2025-09-04T10:00:00Z,2025-09-04,10,Thursday,False,1,107.15,0,2.25,51.63,0.61,3.93,8.24,0.08
New York,US,40.7128,-74.006,2025-09-04T11:00:00Z,2025-09-04,11,Thursday,False,1,112.13,0,3.23,50.19,0.67,3.99,8.41,0.11
New York,US,40.7128,-74.006,2025-09-04T12:00:00Z,2025-09-04,12,Thursday,False,1,118.54,0.19,4.11,53.55,0.81,3.99,8.56,0.17
New York,US,40.7128,-74.006,2025-09-04T13:00:00Z,2025-09-04,13,Thursday,False,2,117.23,0.46,3.06,65.52,1.02,3.87,8.52,0.23
New York,US,40.7128,-74.006,2025-09-04T14:00:00Z,2025-09-04,14,Thursday,False,2,114.65,0.54,2.34,70.17,1.04,3.82,8.43,0.29
New York,US,40.7128,-74.006,2025-09-04T15:00:00Z,2025-09-04,15,Thursday,False,2,111.46,0.42,1.71,77.52,1.07,3.91,8.47,0.31
New York,US,40.7128,-74.006,2025-09-04T16:00:00Z,2025-09-04,16,Thursday,False,3,111.54,0.14,0.85,105.35,1.33,5.84,8.85,0.2
New York,US,40.7128,-74.006,2025-09-04T17:00:00Z,2025-09-04,17,Thursday,False,3,111.41,0.09,0.71,111,1.28,6.16,8.53,0.17
New York,US,40.7128,-74.006,2025-09-04T18:00:00Z,2025-09-04,18,Thursday,False,3,110.91,0.07,0.74,110.56,1.15,5.55,7.69,0.18
New York,US,40.7128,-74.006,2025-09-04T19:00:00Z,2025-09-04,19,Thursday,False,3,109.86,0.07,0.85,107.15,0.97,4.95,7.5,0.2
New York,US,40.7128,-74.006,2025-09-04T20:00:00Z,2025-09-04,20,Thursday,False,3,107.64,0.11,0.93,102.43,0.89,4.68,8.08,0.2
New York,US,40.7128,-74.006,2025-09-04T21:00:00Z,2025-09-04,21,Thursday,False,3,106.39,0.13,1.02,101.06,0.83,4.62,8.54,0.17
New York,US,40.7128,-74.006,2025-09-04T22:00:00Z,2025-09-04,22,Thursday,False,3,105.93,0.11,1.28,100.29,0.84,4.61,9.17,0.13
New York,US,40.7128,-74.006,2025-09-04T23:00:00Z,2025-09-04,23,Thursday,False,2,105.44,0.03,1.57,99.52,0.87,4.58,9.86,0.1
New York,US,40.7128,-74.006,2025-09-05T00:00:00Z,2025-09-05,0,Friday,False,3,105.12,0,1.6,100.12,0.89,4.61,10.4,0.1
New York,US,40.7128,-74.006,2025-09-05T01:00:00Z,2025-09-05,1,Friday,False,2,103.4,0,1.51,99.72,0.95,4.57,10.21,0.09
New York,US,40.7128,-74.006,2025-09-05T02:00:00Z,2025-09-05,2,Friday,False,2,102.32,0,1.49,99.41,0.93,4.52,9.91,0.09
New York,US,40.7128,-74.006,2025-09-05T03:00:00Z,2025-09-05,3,Friday,False,2,101.52,0,1.52,99.41,0.92,4.49,9.82,0.13
New York,US,40.7128,-74.006,2025-09-05T04:00:00Z,2025-09-05,4,Friday,False,2,100.81,0,1.5,99.2,0.92,4.57,9.55,0.18
New York,US,40.7128,-74.006,2025-09-05T05:00:00Z,2025-09-05,5,Friday,False,2,100.92,0,1.43,98.4,0.89,4.75,9.56,0.23
New York,US,40.7128,-74.006,2025-09-05T06:00:00Z,2025-09-05,6,Friday,False,2,102.28,0,1.39,97.36,0.87,5.05,9.76,0.29
New York,US,40.7128,-74.006,2025-09-05T07:00:00Z,2025-09-05,7,Friday,False,2,105.31,0,1.47,94.96,0.91,5.51,9.98,0.38
New York,US,40.7128,-74.006,2025-09-05T08:00:00Z,2025-09-05,8,Friday,False,2,111.44,0,1.72,91.05,1.07,6.24,10.14,0.47
New York,US,40.7128,-74.006,2025-09-05T09:00:00Z,2025-09-05,9,Friday,False,2,118.76,0,2.14,85.59,1.29,7.17,10.2,0.53
New York,US,40.7128,-74.006,2025-09-05T10:00:00Z,2025-09-05,10,Friday,False,2,125.6,0,2.78,78.54,1.54,7.93,10.22,0.51
New York,US,40.7128,-74.006,2025-09-05T11:00:00Z,2025-09-05,11,Friday,False,2,132.66,0,3.84,70.53,1.74,8.35,10.2,0.48
New York,US,40.7128,-74.006,2025-09-05T12:00:00Z,2025-09-05,12,Friday,False,2,140.63,0.25,5.13,62.97,1.85,8.43,10.09,0.47
New York,US,40.7128,-74.006,2025-09-05T13:00:00Z,2025-09-05,13,Friday,False,1,146.42,0.99,5.18,59.55,1.94,8.28,9.9,0.48
New York,US,40.7128,-74.006,2025-09-05T14:00:00Z,2025-09-05,14,Friday,False,2,147.84,1.34,4.61,62.36,2.06,8.17,9.79,0.56
New York,US,40.7128,-74.006,2025-09-05T15:00:00Z,2025-09-05,15,Friday,False,2,147.27,1.08,3.78,72.66,2.15,8.46,10.07,0.64
New York,US,40.7128,-74.006,2025-09-05T16:00:00Z,2025-09-05,16,Friday,False,2,138.73,0.4,1.89,93.36,1.6,6.15,7.11,0.42
New York,US,40.7128,-74.006,2025-09-05T17:00:00Z,2025-09-05,17,Friday,False,3,134.47,0.2,1.11,101.38,1.22,5.43,6.19,0.41
New York,US,40.7128,-74.006,2025-09-05T18:00:00Z,2025-09-05,18,Friday,False,3,132.88,0.16,0.92,104.97,1.13,5.77,6.61,0.54
New York,US,40.7128,-74.006,2025-09-05T19:00:00Z,2025-09-05,19,Friday,False,3,130.95,0.14,0.88,106.66,1.16,6.78,8,0.67
New York,US,40.7128,-74.006,2025-09-05T20:00:00Z,2025-09-05,20,Friday,False,3,127.98,0.14,0.99,107.73,1.3,8.5,10.51,0.74
New York,US,40.7128,-74.006,2025-09-05T21:00:00Z,2025-09-05,21,Friday,False,3,125.71,0.14,1.21,108.73,1.36,9.78,12.76,0.66
New York,US,40.7128,-74.006,2025-09-05T22:00:00Z,2025-09-05,22,Friday,False,3,124.52,0.13,1.76,108.24,1.44,10.5,14.58,0.53
New York,US,40.7128,-74.006,2025-09-05T23:00:00Z,2025-09-05,23,Friday,False,3,123.78,0.04,2.37,106.55,1.52,10.73,15.84,0.43
New York,US,40.7128,-74.006,2025-09-06T00:00:00Z,2025-09-06,0,Saturday,True,3,121.79,0,2.4,105.53,1.52,10.45,16.2,0.35
New York,US,40.7128,-74.006,2025-09-06T01:00:00Z,2025-09-06,1,Saturday,True,3,118.08,0,2.12,103.81,1.46,9.91,16,0.27
New York,US,40.7128,-74.006,2025-09-06T02:00:00Z,2025-09-06,2,Saturday,True,3,115.34,0,1.91,102.38,1.38,9.43,15.84,0.27
New York,US,40.7128,-74.006,2025-09-06T03:00:00Z,2025-09-06,3,Saturday,True,3,113.49,0,1.81,100.56,1.29,8.95,15.42,0.33
New York,US,40.7128,-74.006,2025-09-06T04:00:00Z,2025-09-06,4,Saturday,True,2,111.64,0,1.66,99.28,1.2,8.5,14.83,0.41
New York,US,40.7128,-74.006,2025-09-06T05:00:00Z,2025-09-06,5,Saturday,True,2,109.61,0,1.45,97.54,1.11,8.14,14.33,0.5
New York,US,40.7128,-74.006,2025-09-06T06:00:00Z,2025-09-06,6,Saturday,True,2,108.11,0,1.32,95.11,1.05,7.85,13.89,0.61
New York,US,40.7128,-74.006,2025-09-06T07:00:00Z,2025-09-06,7,Saturday,True,2,107.43,0,1.3,91.85,1.02,7.59,13.49,0.73
New York,US,40.7128,-74.006,2025-09-06T08:00:00Z,2025-09-06,8,Saturday,True,2,107.85,0,1.34,88,1.02,7.41,13.19,0.82
New York,US,40.7128,-74.006,2025-09-06T09:00:00Z,2025-09-06,9,Saturday,True,2,109.15,0,1.45,83.92,1.03,7.33,12.94,0.86
New York,US,40.7128,-74.006,2025-09-06T10:00:00Z,2025-09-06,10,Saturday,True,2,111.29,0,1.64,79.48,1.07,7.35,12.65,0.89
New York,US,40.7128,-74.006,2025-09-06T11:00:00Z,2025-09-06,11,Saturday,True,2,114.53,0,2.08,75.16,1.13,7.46,12.44,0.96
New York,US,40.7128,-74.006,2025-09-06T12:00:00Z,2025-09-06,12,Saturday,True,2,118.92,0.05,2.71,71.22,1.18,7.58,12.31,1.02
New York,US,40.7128,-74.006,2025-09-06T13:00:00Z,2025-09-06,13,Saturday,True,2,121.32,0.29,2.69,70.06,1.21,7.65,12.21,1.07
New York,US,40.7128,-74.006,2025-09-06T14:00:00Z,2025-09-06,14,Saturday,True,2,121.35,0.4,2.26,72.51,1.24,7.76,12.13,1.11
New York,US,40.7128,-74.006,2025-09-06T15:00:00Z,2025-09-06,15,Saturday,True,2,120.95,0.34,1.76,78.87,1.28,8.12,12.2,1.09
New York,US,40.7128,-74.006,2025-09-06T16:00:00Z,2025-09-06,16,Saturday,True,2,120.76,0.1,1.25,91.97,1.14,7.97,11.01,0.88
New York,US,40.7128,-74.006,2025-09-06T17:00:00Z,2025-09-06,17,Saturday,True,2,119.11,0.07,1.02,95.78,0.99,7.4,10.05,0.73
New York,US,40.7128,-74.006,2025-09-06T18:00:00Z,2025-09-06,18,Saturday,True,2,117.3,0.05,0.95,97.09,0.94,7.22,9.79,0.65
New York,US,40.7128,-74.006,2025-09-06T19:00:00Z,2025-09-06,19,Saturday,True,2,119.33,0.04,1.26,98,1.1,7.51,9.89,0.67
New York,US,40.7128,-74.006,2025-09-06T20:00:00Z,2025-09-06,20,Saturday,True,2,122.24,0.05,1.88,95.26,1.25,8.16,10.66,0.65
New York,US,40.7128,-74.006,2025-09-06T21:00:00Z,2025-09-06,21,Saturday,True,2,126.24,0.06,2.66,92.1,1.36,8.59,11.19,0.59
New York,US,40.7128,-74.006,2025-09-06T22:00:00Z,2025-09-06,22,Saturday,True,2,128.61,0.05,3.65,85,1.33,8.69,11.59,0.46
New York,US,40.7128,-74.006,2025-09-06T23:00:00Z,2025-09-06,23,Saturday,True,2,130.56,0.01,4.31,78.32,1.26,8.69,11.91,0.33
New York,US,40.7128,-74.006,2025-09-07T00:00:00Z,2025-09-07,0,Sunday,True,2,129.85,0,4.18,74.38,1.12,8.46,11.64,0.24
New York,US,40.7128,-74.006,2025-09-07T01:00:00Z,2025-09-07,1,Sunday,True,2,128.79,0,4.34,62.08,0.83,7.9,10.57,0.11
New York,US,40.7128,-74.006,2025-09-07T02:00:00Z,2025-09-07,2,Sunday,True,1,130.61,0,4.91,45.74,0.58,7.49,9.62,0.08
New York,US,40.7128,-74.006,2025-09-07T03:00:00Z,2025-09-07,3,Sunday,True,1,134.05,0.01,5.44,33.2,0.46,7.39,9.13,0.08
New York,US,40.7128,-74.006,2025-09-07T04:00:00Z,2025-09-07,4,Sunday,True,1,135.84,0.01,5.6,25.09,0.44,7.49,8.91,0.08
New York,US,40.7128,-74.006,2025-09-07T05:00:00Z,2025-09-07,5,Sunday,True,1,136.51,0.01,5.23,21.16,0.43,7.68,8.76,0.05
New York,US,40.7128,-74.006,2025-09-07T06:00:00Z,2025-09-07,6,Sunday,True,1,139.34,0.01,5.09,22.87,0.5,7.86,8.69,0.03
New York,US,40.7128,-74.006,2025-09-07T07:00:00Z,2025-09-07,7,Sunday,True,1,149.8,0,6.23,40.55,1,8.06,8.83,0.05
New York,US,40.7128,-74.006,2025-09-07T08:00:00Z,2025-09-07,8,Sunday,True,1,163.62,0,7.47,39,1.05,8.17,8.73,0.05
New York,US,40.7128,-74.006,2025-09-07T09:00:00Z,2025-09-07,9,Sunday,True,1,179.49,0,8.81,37.76,1.13,8.25,8.7,0.05
New York,US,40.7128,-74.006,2025-09-07T10:00:00Z,2025-09-07,10,Sunday,True,1,194.48,0,10.08,36.75,1.22,8.27,8.68,0.05
New York,US,40.7128,-74.006,2025-09-07T11:00:00Z,2025-09-07,11,Sunday,True,1,207.51,0,10.91,34.91,1.23,8.2,8.52,0.06
New York,US,40.7128,-74.006,2025-09-07T12:00:00Z,2025-09-07,12,Sunday,True,1,219.5,0.02,11.49,33.6,1.24,7.97,8.26,0.07
New York,US,40.7128,-74.006,2025-09-07T13:00:00Z,2025-09-07,13,Sunday,True,1,228.21,0.11,11.44,32.93,1.24,7.53,7.83,0.08
New York,US,40.7128,-74.006,2025-09-07T14:00:00Z,2025-09-07,14,Sunday,True,1,234.16,0.29,10.73,32.72,1.2,7.13,7.42,0.08
New York,US,40.7128,-74.006,2025-09-07T15:00:00Z,2025-09-07,15,Sunday,True,1,237.2,0.58,9.7,33.3,1.16,6.84,7.12,0.08
New York,US,40.7128,-74.006,2025-09-07T16:00:00Z,2025-09-07,16,Sunday,True,1,238.27,1.08,8.34,36.89,1.14,6.74,7.02,0.08
New York,US,40.7128,-74.006,2025-09-07T17:00:00Z,2025-09-07,17,Sunday,True,1,238.29,0.92,7.95,42.05,1.17,6.75,7.04,0.09
New York,US,40.7128,-74.006,2025-09-07T18:00:00Z,2025-09-07,18,Sunday,True,1,237.05,0.75,7.5,48.62,1.21,6.8,7.09,0.11
New York,US,40.7128,-74.006,2025-09-07T19:00:00Z,2025-09-07,19,Sunday,True,2,234.59,0.56,6.27,61.29,1.15,6.85,7.09,0.13
New York,US,40.7128,-74.006,2025-09-07T20:00:00Z,2025-09-07,20,Sunday,True,2,232.36,0.31,5.55,66.75,1.13,6.78,7.03,0.16
New York,US,40.7128,-74.006,2025-09-07T21:00:00Z,2025-09-07,21,Sunday,True,2,231.77,0.19,5.59,67.72,1.15,6.63,6.89,0.2
New York,US,40.7128,-74.006,2025-09-07T22:00:00Z,2025-09-07,22,Sunday,True,1,234.73,0.16,6.57,58.31,0.99,6.61,6.97,0.2
New York,US,40.7128,-74.006,2025-09-07T23:00:00Z,2025-09-07,23,Sunday,True,1,239.45,0.08,7.82,44.73,0.78,6.75,7.29,0.17
New York,US,40.7128,-74.006,2025-09-08T00:00:00Z,2025-09-08,0,Monday,False,1,241.82,0,8.45,36.15,0.66,6.91,7.62,0.13
New York,US,40.7128,-74.006,2025-09-08T01:00:00Z,2025-09-08,1,Monday,False,1,241.73,0,8.48,30.67,0.58,7.04,7.89,0.11
New York,US,40.7128,-74.006,2025-09-08T02:00:00Z,2025-09-08,2,Monday,False,1,241.72,0,8.62,27.41,0.57,7.2,8.22,0.12
New York,US,40.7128,-74.006,2025-09-08T03:00:00Z,2025-09-08,3,Monday,False,1,241.89,0,9.28,25.94,0.65,7.32,8.49,0.2
New York,US,40.7128,-74.006,2025-09-08T04:00:00Z,2025-09-08,4,Monday,False,1,237.45,0,9.75,27.45,0.87,7.24,8.5,0.32
New York,US,40.7128,-74.006,2025-09-08T05:00:00Z,2025-09-08,5,Monday,False,1,232.05,0,9.97,30.85,1.14,6.99,8.29,0.37
New York,US,40.7128,-74.006,2025-09-08T06:00:00Z,2025-09-08,6,Monday,False,1,223.49,0,10.17,35.73,1.48,6.4,7.65,0.37
New York,US,40.7128,-74.006,2025-09-08T07:00:00Z,2025-09-08,7,Monday,False,1,202.87,0,10.12,43.35,1.88,5.09,6.19,0.38
New York,US,40.7128,-74.006,2025-09-08T08:00:00Z,2025-09-08,8,Monday,False,1,185.1,0,9.89,44.1,1.89,4.07,5.05,0.33
New York,US,40.7128,-74.006,2025-09-08T09:00:00Z,2025-09-08,9,Monday,False,1,170.24,0,9.53,45.45,1.99,3.38,4.33,0.31
New York,US,40.7128,-74.006,2025-09-08T10:00:00Z,2025-09-08,10,Monday,False,1,157.43,0,9.23,47.28,2.13,2.93,3.89,0.3
New York,US,40.7128,-74.006,2025-09-08T11:00:00Z,2025-09-08,11,Monday,False,1,149.49,0,9.65,48.37,2.26,2.68,3.71,0.31
New York,US,40.7128,-74.006,2025-09-08T12:00:00Z,2025-09-08,12,Monday,False,1,146.37,0.6,10.38,50.61,2.42,2.53,3.61,0.35
New York,US,40.7128,-74.006,2025-09-08T13:00:00Z,2025-09-08,13,Monday,False,1,144.13,1.98,9.18,56.22,2.61,2.37,3.48,0.41
New York,US,40.7128,-74.006,2025-09-08T14:00:00Z,2025-09-08,14,Monday,False,2,142.95,2.66,8.4,62.8,2.82,2.37,3.53,0.48
New York,US,40.7128,-74.006,2025-09-08T15:00:00Z,2025-09-08,15,Monday,False,2,143.41,2.64,7.93,71.89,3.04,2.78,4.02,0.53
New York,US,40.7128,-74.006,2025-09-08T16:00:00Z,2025-09-08,16,Monday,False,2,130.76,1.11,4.2,95.52,2.11,2.85,3.67,0.44
New York,US,40.7128,-74.006,2025-09-08T17:00:00Z,2025-09-08,17,Monday,False,3,131.16,0.54,2.44,107.51,1.78,3.95,4.68,0.4
New York,US,40.7128,-74.006,2025-09-08T18:00:00Z,2025-09-08,18,Monday,False,3,135.11,0.35,1.81,115.96,1.78,5.4,6.2,0.4
New York,US,40.7128,-74.006,2025-09-08T19:00:00Z,2025-09-08,19,Monday,False,3,139.34,0.26,1.52,122.85,1.82,6.6,7.47,0.4
New York,US,40.7128,-74.006,2025-09-08T20:00:00Z,2025-09-08,20,Monday,False,3,142.23,0.22,1.49,127.2,1.89,7.6,8.52,0.4
New York,US,40.7128,-74.006,2025-09-08T21:00:00Z,2025-09-08,21,Monday,False,3,144.58,0.2,1.69,130.14,1.97,8.33,9.31,0.41
New York,US,40.7128,-74.006,2025-09-08T22:00:00Z,2025-09-08,22,Monday,False,3,151.38,0.25,3.15,122.66,1.99,8.98,10.09,0.43
New York,US,40.7128,-74.006,2025-09-08T23:00:00Z,2025-09-08,23,Monday,False,3,160.5,0.12,5.19,110.92,1.91,9.44,10.75,0.47
New York,US,40.7128,-74.006,2025-09-09T00:00:00Z,2025-09-09,0,Tuesday,False,3,165.3,0,5.79,104.34,1.76,9.44,10.94,0.48
New York,US,40.7128,-74.006,2025-09-09T01:00:00Z,2025-09-09,1,Tuesday,False,2,163.35,0,5.45,99.03,1.48,8.85,10.43,0.45
New York,US,40.7128,-74.006,2025-09-09T02:00:00Z,2025-09-09,2,Tuesday,False,2,160.68,0,5.03,92.26,1.17,8.03,9.65,0.4
New York,US,40.7128,-74.006,2025-09-09T03:00:00Z,2025-09-09,3,Tuesday,False,2,157.27,0,4.71,85.63,0.92,7.14,8.74,0.31
New York,US,40.7128,-74.006,2025-09-09T04:00:00Z,2025-09-09,4,Tuesday,False,2,151.39,0,4.13,80.45,0.75,6.12,7.59,0.21
New York,US,40.7128,-74.006,2025-09-09T05:00:00Z,2025-09-09,5,Tuesday,False,2,146.73,0,3.49,77.44,0.65,5.28,6.68,0.15
New York,US,40.7128,-74.006,2025-09-09T06:00:00Z,2025-09-09,6,Tuesday,False,2,144.65,0,3.18,74.34,0.59,4.88,6.28,0.12
New York,US,40.7128,-74.006,2025-09-09T07:00:00Z,2025-09-09,7,Tuesday,False,2,144.01,0,3.29,71.19,0.55,4.88,6.3,0.09
New York,US,40.7128,-74.006,2025-09-09T08:00:00Z,2025-09-09,8,Tuesday,False,2,143.89,0,3.46,69.79,0.59,4.92,6.42,0.08
New York,US,40.7128,-74.006,2025-09-09T09:00:00Z,2025-09-09,9,Tuesday,False,2,143.96,0,3.73,71.13,0.79,4.76,6.44,0.08
New York,US,40.7128,-74.006,2025-09-09T10:00:00Z,2025-09-09,10,Tuesday,False,2,145.55,0,4.6,72.92,1.17,4.41,6.43,0.1
New York,US,40.7128,-74.006,2025-09-09T11:00:00Z,2025-09-09,11,Tuesday,False,2,150.68,0,6.37,70.23,1.49,4.2,6.68,0.12
New York,US,40.7128,-74.006,2025-09-09T12:00:00Z,2025-09-09,12,Tuesday,False,2,155.98,0.39,7.78,69.3,1.79,3.99,6.89,0.17
New York,US,40.7128,-74.006,2025-09-09T13:00:00Z,2025-09-09,13,Tuesday,False,2,152.74,1.1,6.41,76.41,1.9,3.6,6.73,0.19
New York,US,40.7128,-74.006,2025-09-09T14:00:00Z,2025-09-09,14,Tuesday,False,2,146.72,1.19,5.01,81.93,1.69,3.33,6.56,0.2
New York,US,40.7128,-74.006,2025-09-09T15:00:00Z,2025-09-09,15,Tuesday,False,2,138.93,0.86,3.6,88.26,1.46,3.26,6.59,0.18
New York,US,40.7128,-74.006,2025-09-09T16:00:00Z,2025-09-09,16,Tuesday,False,2,128.9,0.33,1.72,95.78,1.01,3.14,6.64,0.12
New York,US,40.7128,-74.006,2025-09-09T17:00:00Z,2025-09-09,17,Tuesday,False,2,124.12,0.18,1.11,97.06,0.79,3.15,7,0.09
New York,US,40.7128,-74.006,2025-09-09T18:00:00Z,2025-09-09,18,Tuesday,False,2,120.25,0.12,0.88,96.01,0.65,3,7.42,0.07
New York,US,40.7128,-74.006,2025-09-09T19:00:00Z,2025-09-09,19,Tuesday,False,2,116.87,0.08,0.84,93.89,0.56,2.75,7.83,0.05
New York,US,40.7128,-74.006,2025-09-09T20:00:00Z,2025-09-09,20,Tuesday,False,2,113.96,0.07,0.89,91.55,0.53,2.58,8.46,0.05
New York,US,40.7128,-74.006,2025-09-09T21:00:00Z,2025-09-09,21,Tuesday,False,2,112.14,0.06,1.07,89.59,0.51,2.43,8.92,0.05
New York,US,40.7128,-74.006,2025-09-09T22:00:00Z,2025-09-09,22,Tuesday,False,2,111.8,0.05,1.36,87.89,0.53,2.35,9.06,0.06
New York,US,40.7128,-74.006,2025-09-09T23:00:00Z,2025-09-09,23,Tuesday,False,2,112.41,0.02,1.61,86.22,0.57,2.36,9.11,0.06
New York,US,40.7128,-74.006,2025-09-10T00:00:00Z,2025-09-10,0,Wednesday,False,2,112.83,0,1.59,84.47,0.57,2.39,9.02,0.06
New York,US,40.7128,-74.006,2025-09-10T01:00:00Z,2025-09-10,1,Wednesday,False,2,112.67,0,1.44,82.84,0.55,2.46,9.08,0.06
New York,US,40.7128,-74.006,2025-09-10T02:00:00Z,2025-09-10,2,Wednesday,False,2,113.2,0,1.38,81.09,0.56,2.59,9.42,0.05
New York,US,40.7128,-74.006,2025-09-10T03:00:00Z,2025-09-10,3,Wednesday,False,2,114.73,0,1.49,79.5,0.59,2.74,9.79,0.05
New York,US,40.7128,-74.006,2025-09-10T04:00:00Z,2025-09-10,4,Wednesday,False,2,116.03,0,1.57,78.18,0.62,2.88,10.16,0.05
New York,US,40.7128,-74.006,2025-09-10T05:00:00Z,2025-09-10,5,Wednesday,False,2,117.54,0,1.53,77.22,0.64,3.04,10.76,0.04
New York,US,40.7128,-74.006,2025-09-10T06:00:00Z,2025-09-10,6,Wednesday,False,2,119.78,0,1.46,76.57,0.65,3.11,10.94,0.04
New York,US,40.7128,-74.006,2025-09-10T07:00:00Z,2025-09-10,7,Wednesday,False,2,122.55,0,1.43,76.22,0.66,3.21,10.6,0.03
New York,US,40.7128,-74.006,2025-09-10T08:00:00Z,2025-09-10,8,Wednesday,False,2,125.1,0,1.51,75.31,0.7,3.31,9.91,0.03
New York,US,40.7128,-74.006,2025-09-10T09:00:00Z,2025-09-10,9,Wednesday,False,2,127.02,0,1.74,74.09,0.77,3.36,9.23,0.03
New York,US,40.7128,-74.006,2025-09-10T10:00:00Z,2025-09-10,10,Wednesday,False,2,129.19,0,2.22,72.6,0.9,3.5,8.63,0.03
New York,US,40.7128,-74.006,2025-09-10T11:00:00Z,2025-09-10,11,Wednesday,False,2,131.71,0,3.23,69.91,1.09,3.61,8.01,0.04
New York,US,40.7128,-74.006,2025-09-10T12:00:00Z,2025-09-10,12,Wednesday,False,2,135.33,0.01,4.92,66.31,1.33,3.75,7.86,0.07
New York,US,40.7128,-74.006,2025-09-10T13:00:00Z,2025-09-10,13,Wednesday,False,2,138.76,0.15,6.58,62.9,1.56,3.84,7.79,0.09
New York,US,40.7128,-74.006,2025-09-10T14:00:00Z,2025-09-10,14,Wednesday,False,2,142.47,0.51,7.86,60.32,1.78,3.88,7.8,0.11
New York,US,40.7128,-74.006,2025-09-10T15:00:00Z,2025-09-10,15,Wednesday,False,1,146.53,1.12,8.74,58.94,1.98,3.89,7.71,0.13
New York,US,40.7128,-74.006,2025-09-10T16:00:00Z,2025-09-10,16,Wednesday,False,2,150.52,1.78,8.24,61.32,2.06,3.86,7.86,0.14
New York,US,40.7128,-74.006,2025-09-10T17:00:00Z,2025-09-10,17,Wednesday,False,2,152.45,1.66,8.01,64.48,2.11,3.94,8.15,0.15
New York,US,40.7128,-74.006,2025-09-10T18:00:00Z,2025-09-10,18,Wednesday,False,2,153.47,1.4,7.69,68.02,2.13,4.09,8.35,0.15
New York,US,40.7128,-74.006,2025-09-10T19:00:00Z,2025-09-10,19,Wednesday,False,2,155.32,1.1,7.79,71.45,2.22,4.34,8.68,0.16
New York,US,40.7128,-74.006,2025-09-10T20:00:00Z,2025-09-10,20,Wednesday,False,2,157.09,0.8,8.52,72.83,2.35,4.57,9.02,0.18
New York,US,40.7128,-74.006,2025-09-10T21:00:00Z,2025-09-10,21,Wednesday,False,2,158.87,0.52,9.66,73.2,2.47,4.72,9.21,0.19
New York,US,40.7128,-74.006,2025-09-10T22:00:00Z,2025-09-10,22,Wednesday,False,2,162.69,0.31,11.29,72.44,2.62,4.93,9.42,0.23
New York,US,40.7128,-74.006,2025-09-10T23:00:00Z,2025-09-10,23,Wednesday,False,2,168.03,0.12,12.98,70.23,2.77,5.26,9.77,0.27
New York,US,40.7128,-74.006,2025-09-11T00:00:00Z,2025-09-11,0,Thursday,False,2,171.93,0,13.62,67.63,2.87,5.57,10.11,0.29
New York,US,40.7128,-74.006,2025-09-11T01:00:00Z,2025-09-11,1,Thursday,False,2,176.16,0,13.94,63.38,2.72,5.88,10.54,0.27
New York,US,40.7128,-74.006,2025-09-11T02:00:00Z,2025-09-11,2,Thursday,False,1,185.1,0,14.96,56.63,2.47,6.36,11.14,0.24
New York,US,40.7128,-74.006,2025-09-11T03:00:00Z,2025-09-11,3,Thursday,False,1,196.99,0,16.88,49.08,2.4,6.94,11.68,0.21
New York,US,40.7128,-74.006,2025-09-11T04:00:00Z,2025-09-11,4,Thursday,False,1,207.11,0,18.65,41.65,2.45,7.43,11.85,0.19
New York,US,40.7128,-74.006,2025-09-11T05:00:00Z,2025-09-11,5,Thursday,False,1,216.16,0,19.85,36.04,2.56,7.87,12,0.19
New York,US,40.7128,-74.006,2025-09-11T06:00:00Z,2025-09-11,6,Thursday,False,1,224.12,0,20.67,31.62,2.62,8.22,12.16,0.18
New York,US,40.7128,-74.006,2025-09-11T07:00:00Z,2025-09-11,7,Thursday,False,1,230.16,0,21.1,27.87,2.58,8.46,12.23,0.16
New York,US,40.7128,-74.006,2025-09-11T08:00:00Z,2025-09-11,8,Thursday,False,1,232.11,0,20.7,25.95,2.48,8.6,12.24,0.14
New York,US,40.7128,-74.006,2025-09-11T09:00:00Z,2025-09-11,9,Thursday,False,1,229.29,0,19.58,25.67,2.4,8.65,12.22,0.13
New York,US,40.7128,-74.006,2025-09-11T10:00:00Z,2025-09-11,10,Thursday,False,1,223.91,0,18.36,25.72,2.41,8.59,12.11,0.13
New York,US,40.7128,-74.006,2025-09-11T11:00:00Z,2025-09-11,11,Thursday,False,1,221.64,0.01,18.28,25.14,2.62,8.52,12.03,0.16
New York,US,40.7128,-74.006,2025-09-11T12:00:00Z,2025-09-11,12,Thursday,False,1,224.51,1.57,17.79,27.02,3.08,8.5,12,0.24
New York,US,40.7128,-74.006,2025-09-11T13:00:00Z,2025-09-11,13,Thursday,False,1,225.04,4.45,15.05,34.34,3.77,8.56,12.06,0.34
New York,US,40.7128,-74.006,2025-09-11T14:00:00Z,2025-09-11,14,Thursday,False,1,224.68,5.15,14.24,43.95,4.23,9.05,12.56,0.45
New York,US,40.7128,-74.006,2025-09-11T15:00:00Z,2025-09-11,15,Thursday,False,2,223.95,4.38,13.67,62.81,4.68,10.95,14.45,0.51
New York,US,40.7128,-74.006,2025-09-11T16:00:00Z,2025-09-11,16,Thursday,False,3,157.12,1.2,6.32,110.3,3.55,8.72,10.71,0.32
